time,open,high,low,close
1782774000000,1.1428571939468384,1.1428571939468384,1.1427265405654907,1.1427265405654907
1782774900000,1.1427265405654907,1.1428571939468384,1.1425960063934326,1.1425960063934326
1782775800000,1.1425960063934326,1.1425960063934326,1.1424654722213745,1.1424654722213745
1782776700000,1.1424654722213745,1.1424654722213745,1.1423349380493164,1.1423349380493164
1782777600000,1.1422044038772583,1.1423349380493164,1.1420739889144897,1.1420739889144897
1782778500000,1.1419435739517212,1.1419435739517212,1.1418131589889526,1.1418131589889526
1782779400000,1.1418131589889526,1.1419435739517212,1.1416828632354736,1.1418131589889526
1782780300000,1.1416828632354736,1.1419435739517212,1.1415525674819946,1.1419435739517212
1782781200000,1.1420739889144897,1.1420739889144897,1.1410315036773682,1.1410315036773682
1782782100000,1.1410315036773682,1.1418131589889526,1.1410315036773682,1.1418131589889526
1782783000000,1.1418131589889526,1.1419435739517212,1.1411616802215576,1.1411616802215576
1782783900000,1.1409013271331787,1.1410315036773682,1.1407711505889893,1.1407711505889893
1782784800000,1.1407711505889893,1.1409013271331787,1.1406410932540894,1.1406410932540894
1782785700000,1.1407711505889893,1.1409013271331787,1.1406410932540894,1.1406410932540894
1782786600000,1.1406410932540894,1.1409013271331787,1.1406410932540894,1.1407711505889893
1782787500000,1.1407711505889893,1.1407711505889893,1.1406410932540894,1.1406410932540894
1782788400000,1.1406410932540894,1.1409013271331787,1.1405109167099,1.1406410932540894
1782789300000,1.1405109167099,1.1406410932540894,1.1402509212493896,1.1402509212493896
1782790200000,1.1402509212493896,1.1402509212493896,1.1399909257888794,1.1401208639144897
1782791100000,1.1401208639144897,1.1402509212493896,1.1401208639144897,1.1402509212493896
1782792000000,1.1401208639144897,1.1402509212493896,1.1401208639144897,1.1401208639144897
1782792900000,1.1401208639144897,1.1401208639144897,1.1398608684539795,1.1399909257888794
1782793800000,1.1399909257888794,1.1402509212493896,1.1399909257888794,1.1401208639144897
1782794700000,1.1401208639144897,1.1401208639144897,1.1393414735794067,1.1393414735794067
1782795600000,1.139211654663086,1.1394712924957275,1.1390818357467651,1.1393414735794067
1782796500000,1.1393414735794067,1.1396011114120483,1.1393414735794067,1.1394712924957275
1782797400000,1.1394712924957275,1.1396011114120483,1.1394712924957275,1.1394712924957275
1782798300000,1.1394712924957275,1.1396011114120483,1.1386927366256714,1.1386927366256714
1782799200000,1.1388224363327026,1.139211654663086,1.1386927366256714,1.139211654663086
1782800100000,1.139211654663086,1.1401208639144897,1.139211654663086,1.1401208639144897
1782801000000,1.1399909257888794,1.1402509212493896,1.1399909257888794,1.1402509212493896
1782801900000,1.1401208639144897,1.1406410932540894,1.1399909257888794,1.1406410932540894
1782802800000,1.1406410932540894,1.1409013271331787,1.1405109167099,1.1409013271331787
1782803700000,1.1407711505889893,1.1411616802215576,1.1407711505889893,1.1411616802215576
1782804600000,1.1410315036773682,1.1410315036773682,1.1407711505889893,1.1409013271331787
1782805500000,1.1409013271331787,1.1409013271331787,1.1401208639144897,1.1402509212493896
1782806400000,1.1399909257888794,1.1401208639144897,1.1393414735794067,1.1396011114120483
1782807300000,1.139211654663086,1.1396011114120483,1.139211654663086,1.1394712924957275
1782808200000,1.1396011114120483,1.1396011114120483,1.1389521360397339,1.1389521360397339
1782809100000,1.1390818357467651,1.1396011114120483,1.1386927366256714,1.1396011114120483
1782810000000,1.1394712924957275,1.1399909257888794,1.1394712924957275,1.1397310495376587
1782810900000,1.1396011114120483,1.1398608684539795,1.1396011114120483,1.1396011114120483
1782811800000,1.1396011114120483,1.1397310495376587,1.139211654663086,1.1397310495376587
1782812700000,1.1398608684539795,1.1401208639144897,1.1397310495376587,1.1401208639144897
1782813600000,1.1399909257888794,1.1401208639144897,1.1397310495376587,1.1397310495376587
1782814500000,1.1398608684539795,1.1399909257888794,1.1396011114120483,1.1399909257888794
1782815400000,1.1398608684539795,1.140380859375,1.1396011114120483,1.1402509212493896
1782816300000,1.1402509212493896,1.1405109167099,1.1401208639144897,1.1405109167099
1782817200000,1.1405109167099,1.1405109167099,1.1401208639144897,1.1401208639144897
1782818100000,1.1402509212493896,1.1402509212493896,1.1399909257888794,1.1401208639144897
1782819000000,1.1399909257888794,1.1399909257888794,1.1390818357467651,1.1398608684539795
1782819900000,1.1399909257888794,1.1399909257888794,1.1396011114120483,1.1396011114120483
1782820800000,1.1396011114120483,1.1398608684539795,1.1393414735794067,1.1398608684539795
1782821700000,1.1398608684539795,1.1398608684539795,1.139211654663086,1.1393414735794067
1782822600000,1.1394712924957275,1.1401208639144897,1.1393414735794067,1.1401208639144897
1782823500000,1.1401208639144897,1.1405109167099,1.1397310495376587,1.1399909257888794
1782824400000,1.1399909257888794,1.1405109167099,1.1398608684539795,1.1402509212493896
1782825300000,1.140380859375,1.1409013271331787,1.140380859375,1.140380859375
1782826200000,1.1405109167099,1.1405109167099,1.1401208639144897,1.1402509212493896
1782827100000,1.1405109167099,1.1405109167099,1.1401208639144897,1.1401208639144897
1782828000000,1.1399909257888794,1.1407711505889893,1.1396011114120483,1.1407711505889893
1782828900000,1.1411616802215576,1.1418131589889526,1.1410315036773682,1.1416828632354736
1782829800000,1.1415525674819946,1.1422044038772583,1.141291856765747,1.1422044038772583
1782830700000,1.1423349380493164,1.1436413526535034,1.1419435739517212,1.1436413526535034
1782831600000,1.1436413526535034,1.1436413526535034,1.142987847328186,1.1431183815002441
1782832500000,1.1428571939468384,1.142987847328186,1.1425960063934326,1.1425960063934326
1782833400000,1.1425960063934326,1.1428571939468384,1.1422044038772583,1.1423349380493164
1782834300000,1.1422044038772583,1.1423349380493164,1.1419435739517212,1.1419435739517212
1782835200000,1.1420739889144897,1.1420739889144897,1.1416828632354736,1.1418131589889526
1782836100000,1.1418131589889526,1.1419435739517212,1.1415525674819946,1.1416828632354736
1782837000000,1.1418131589889526,1.1420739889144897,1.1416828632354736,1.1419435739517212
1782837900000,1.1419435739517212,1.1420739889144897,1.1416828632354736,1.1416828632354736
1782838800000,1.1418131589889526,1.1420739889144897,1.1418131589889526,1.1419435739517212
1782839700000,1.1418131589889526,1.1422044038772583,1.1418131589889526,1.1422044038772583
1782840600000,1.1422044038772583,1.1422044038772583,1.1420739889144897,1.1422044038772583
1782841500000,1.1422044038772583,1.1425960063934326,1.1422044038772583,1.1424654722213745
1782842400000,1.1424654722213745,1.142987847328186,1.1424654722213745,1.142987847328186
1782843300000,1.142987847328186,1.142987847328186,1.1427265405654907,1.1428571939468384
